phylum,class,order,family,genus
Pseudomonadota,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,G0223898765
Bacillota,Clostridia,Peptostreptococcales,Natronincolaceae,JAAZJW01
Babelota,Babeliae,Babelales,UBA12411,JAGMEA01
Bacteroidota_A,Ignavibacteria,Ignavibacteriales,Melioribacteraceae,JAAYAN01
Acidobacteriota,Aminicenantia,Aminicenantales,Aminicenantaceae,JAHIPL01
Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,GWC2-71-9,DASSQQ01
Chloroflexota,Anaerolineae,Anaerolineales,Villigracilaceae,VFJR01
Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales,Akkermansiaceae,UBA4581
Pseudomonadota,Alphaproteobacteria,Thalassobaculales,Thalassobaculaceae,JABIRP01
Armatimonadota,UBA5829,DTJY01,DTJY01,JAIMAU01
Pseudomonadota,Gammaproteobacteria,JAQSXL01,JAQSXL01,JAQSXL01
Patescibacteriota,Minisyncoccia,UBA9973,UBA5272,JBBQKQ01
Desulfobacterota,Thermodesulfobacteria,Thermodesulfobacteriales,ST65,Thermosulfuriphilus
Acidobacteriota,Thermoanaerobaculia,Gp7-AA8,Gp7-AA8,JBGSYJ01
Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,SXPC01
Bacteroidota,Bacteroidia,Cytophagales,Spirosomataceae,Arsenicibacter
Bacteroidota,Bacteroidia,Bacteroidales,F082,JAISHW01
Chlamydiota,Chlamydiia,Chlamydiales,FEN-1388,SZAS-7
Verrucomicrobiota,Verrucomicrobiia,Opitutales,Opitutaceae,J108
Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,JAGXGJ01
Chloroflexota,Anaerolineae,Aggregatilineales,UBA3940,JAHEME01
Patescibacteriota,Minisyncoccia,UBA9973,UBA2135,JACQLQ01
Desulfobacterota,Desulfobacteria,Desulfobacterales,JAABTS01,JAABTS01
Desulfobacterota_I,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,JAVBRZ01
Patescibacteriota,Microgenomatia,UBA1400,PJMF01,UBA1370
Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,JANYDD01
Actinomycetota,Acidimicrobiia,Acidimicrobiales,RAAP-2,Palsa-459
Myxococcota,UBA796,UBA796,UBA2385,J125
Planctomycetota,Phycisphaerae,FEN-1346,JAACEH01,CAIYVX01
Bacteroidota,Bacteroidia,Cytophagales,Spirosomataceae,TFI-002
Pseudomonadota,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Canicola
Desulfobacterota,Desulfobulbia,Desulfobulbales,SURF-16,JAOZSN01
Actinomycetota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,CAJUNI01
Pseudomonadota,Alphaproteobacteria,Rhodospirillales,JASLQF01,JASLQF01
Bacillota,Limnochordia,Limnochordales,Limnochordaceae,Limnochorda
Actinomycetota,CADDZG01,CADDZG01,WHSQ01,DATLFS01
Myxococcota,UBA9042,CAIXZC01,CAITUV01,CALFHQ01
Pseudomonadota,Gammaproteobacteria,WLWR01,WLWR01,WLWR01
Patescibacteriota,Saccharimonadia,Saccharimonadales,JACDBH01,JBGSWE01
Pseudomonadota,Alphaproteobacteria,Rickettsiales,SXRF01,JAFATP01
Planctomycetota,B129-G9,JAJDCN01,JAJDCN01,JAJDCN01
Zhuqueibacterota,Zhuqueibacteria,Thermofontimicrobiales,Thiofontviventaceae,Thiofontadaptatus
Pseudomonadota,Gammaproteobacteria,DATFLL01,DATFLL01,DATFLL01
Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,JAIRQC01
Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium_B
Pseudomonadota,Alphaproteobacteria,JAUHZY01,JAUHZY01,JAUHZY01
Bacteroidota,Bacteroidia,Cytophagales,Cytophagaceae,JALONM01
Bacteroidota,Bacteroidia,Cytophagales,Spirosomataceae,Jiulongibacter
Verrucomicrobiota,Lentisphaeria,JABSQK01,JABSQK01,JAKVBE01
Pseudomonadota,Gammaproteobacteria,Burkholderiales,Aquaspirillaceae,Aquaspirillum
Bacteroidota,Bacteroidia,Bacteroidales,JALOCA01,G963665885
Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Paralactobacillus
Bacillota,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus_AH
Patescibacteriota,Minisyncoccia,UBA9973,UBA9973,JAHFNP01
Bacillota,Thermosediminibacteria,Koleobacterales,Koleobacteraceae,Koleobacter
Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JAUJOA01
Patescibacteriota,Minisyncoccia,UBA9973,CAIZIN01,JANNXY01
Actinomycetota,CADDZG01,CADDZG01,WHSQ01,JACDBF01
Pseudomonadota,Alphaproteobacteria,Micavibrionales,CSBR16-224,JAJFGX01
Elusimicrobiota,Elusimicrobia,JACQJN01,JACQJN01,JACQJN01
Desulfobacterota,Desulfofervidia,Desulfofervidales,Desulfofervidaceae,JAJSZS01
Bacillota,Desulfitobacteriia,Desulfitobacteriales,Desulfitobacteriaceae,Desulfitobacterium_A
Acidobacteriota,Aminicenantia,JBFLYD01,JBFLYD01,JBFLYD01
Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Cellvibrionaceae,UBA1124
Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfolunaceae,DYJE01
Planctomycetota,Planctomycetia,Gemmatales,Gemmataceae,SHZZ01
Eisenbacteria,RBG-16-71-46,JAGVPR01,JAGVPR01,JAGVPR01
Pseudomonadota,Gammaproteobacteria,Pseudomonadales,UBA7239,JAGRJA01
Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylococcaceae,DATDOO01
Actinomycetota,Actinomycetes,Streptosporangiales,Streptosporangiaceae,Rhizohabitans
Pseudomonadota,Gammaproteobacteria,Pseudomonadales,JAXHSS01,JAXHSS01
Verrucomicrobiota,Verrucomicrobiia,Limisphaerales,Palsa-1400,DASRLE01
Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JABDJM01
Desulfobacterota,Desulfobulbia,Desulfobulbales,JAGXFP01,JAHJIQ01
Acidobacteriota,Aminicenantia,JAMOAD01,JAMOAD01,JALXDT01
Acidobacteriota,Thermoanaerobaculia,Multivoradales,Multivoraceae,JANQPS01
CG2-30-53-67,CG2-30-53-67,CG2-30-53-67,CG2-30-53-67,JAADIO01
Pseudomonadota,Gammaproteobacteria,Berkiellales,Berkiellaceae,CANJXG01
Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Geitlerinemataceae,CAKZKB01
Planctomycetota,Phycisphaerae,Sedimentisphaerales,Anaerobacaceae,JAFGTG01
Chloroflexota,Anaerolineae,JAAYEA01,JAAYEA01,JAAYEA01
Pseudomonadota,Gammaproteobacteria,Competibacterales,Competibacteraceae,RXIX01
Bacteroidota,Bacteroidia,JACMRI01,JACMRI01,JACMRI01
Bacillota,Clostridia,Clostridiales,Oxobacteraceae,JASEJN01
Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Oleiphilaceae,JACKOB01
Bacteroidota,Bacteroidia,Bacteroidales,JAIPAH01,JAIPAH01
Chloroflexota,Dehalococcoidia,Bin125,Bin125,G963663235
Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Holzapfeliella
Patescibacteriota,Dojkabacteria,J137,J137,JAUZRK01
Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,JAIXTM01
Bacillota,Clostridia,UBA1381,UBA1381,CAKSNH01
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,JACMNW01
Planctomycetota,Phycisphaerae,WQYP01,WQYP01,JBAXGE01
Patescibacteriota,UBA1384,XYA2-FULL-43-10,1-14-0-10-43-13,JBAXQZ01
Acidobacteriota,Terriglobia,Bryobacterales,Bryobacteraceae,JBBIND01
Bacillota,Clostridia,Peptostreptococcales,Filifactoraceae,JAUMYL01
Actinomycetota,Actinomycetes,Mycobacteriales,Micromonosporaceae,DATCMA01
Lernaellota,Lernaellaia,JACKCT01,JACKCT01,JADLEX01
Pseudomonadota,Alphaproteobacteria,Kiloniellales,Kiloniellaceae,JAJFGM01
Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Microcystaceae,Woronichinia
Patescibacteriota,Minisyncoccia,Minisyncoccales,CG1-02-41-26,JBAMLS01
Patescibacteriota,Patescibacteriia,UBA10025,JAHIVO01,JAHIVO01
Patescibacteriota,Patescibacteriia,JACPL01,JACPL01,JACPGL01
Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,JAGNZR01
Patescibacteriota,Microgenomatia,Levybacterales,UBA12049,JACOXT01
Patescibacteriota,Minisyncoccia,UBA9973,JAXHMZ01,JAXHMZ01
Chloroflexota,Dehalococcoidia,GIF9,UBA5629,VGOF01
Pseudomonadota,Alphaproteobacteria,DATDPM01,DATDPM01,JAZGAE01
Chloroflexota,Anaerolineae,B4-G1,B4-G1,DATKTN01
Planctomycetota,Planctomycetia,Pirellulales,JALHPA01,JANRLT01
Myxococcota,Polyangia,Polyangiales,Polyangiaceae,CALKVW01
Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,JBEDMU01
Pseudomonadota,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,JADHZC01
Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Costertonia
Desulfobacterota,Desulfomonilia,UBA1062,UBA1062,DSBG01
Chloroflexota,Anaerolineae,Anaerolineales,Villigracilaceae,J097
Bacillota,Clostridia,Tissierellales,Tepidimicrobiaceae,Keratinibaculum
UBP14,UBA6098,JAFGQG01,JAFGQG01,JAFGGQ01
Bacillota,Bacilli,RF39,UBA660,CASRZP01
Pseudomonadota,Alphaproteobacteria,Rickettsiales,Midichloriaceae,JABDBN01
Acidobacteriota,Vicinamibacteria,Vicinamibacterales,SCN-69-37,JADYYY01
Bacteroidota,Bacteroidia,Bacteroidales,WCHB1-69,JAVWBZ01
Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,JAFGKZ01
Babelota,Babeliae,Babelales,Babelaceae,BOG-1370
Pseudomonadota,Alphaproteobacteria,SMXP01,SMXP01,JAJFIM01
Bacillota,DTU030,DTU030,DTU030,JAAYTH01
Pseudomonadota,Gammaproteobacteria,Granulosicoccales,Granulosicoccaceae,CALDUO01
Chloroflexota,Anaerolineae,Caldilineales,Caldilineaceae,JACFMY01
Pseudomonadota,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,JAJVIJ01
Pseudomonadota,Alphaproteobacteria,GCA-2731375,GCA-2731375,JASLMH01
Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,SAT2750
Pseudomonadota,Gammaproteobacteria,Xanthomonadales,SZUA-38,JBCCZC01
Hydrogenedentota,Hydrogenedentia,Hydrogenedentales,SLHB01,JAHDWY01
Nitrospirota,Thermodesulfovibrionia,Thermodesulfovibrionales,Dissulfurispiraceae,GWB2-47-37
Bacillota,Clostridia,Oscillospirales,Ruminococcaceae,UBA1404
Pseudomonadota,Magnetococcia,Magnetococcales,DC0425bin3,DC0425bin3
Actinomycetota,Thermoleophilia,Gaiellales,Gaiellaceae,DAISLG01
Planctomycetota,Phycisphaerae,Phycisphaerales,UBA1924,JANRKN01
Zixibacteria,MSB-5A5,GN15,FEB-12,JAFGNW01
Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,JBGSBQ01
Aerophobota,Aerophobia,Aerophobales,AE-B3A,JAUWRC01
Pseudomonadota,Alphaproteobacteria,Rickettsiales,33-17,33-17
Bacillota,Clostridia,Oscillospirales,Oscillospiraceae,WRJA01
Chloroflexota,Dehalococcoidia,UBA1127,SHYT01,SHYT01
Bacillota,Clostridia,Oscillospirales,UBA929,JAVBTT01
Patescibacteriota,Gracilibacteria,Peribacterales,Peribacteraceae,2-02-FULL-51-10
Elusimicrobiota,Elusimicrobia,UBA1565,UBA9628,JACRDN01
Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JAHDBH01
Myxococcota,Polyangia,DRWM01,DRWM01,JAFDER01
Chloroflexota,Anaerolineae,Promineifilales,Promineifilaceae,DAOTXO01
Bacillota,Clostridia,Peptostreptococcales,Thermotaleaceae,Anaeromicrobium
Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,CAMBRQ01
Bacteroidota,Bacteroidia,Cytophagales,CCMP332,JANQHS01
Chloroflexota,UBA6077,UBA6077,CF-72,JACPOP01
Bacteroidota,Bacteroidia,Cytophagales,Flexibacteraceae,JBBRCC01
Actinomycetota,Actinomycetes,Actinomycetales,Dermatophilaceae,Leekyejoonella
Myxococcota,UBA796,UBA796,GCA-2862545,GCA-2862545
Actinomycetota,Actinomycetes,Acidothermales,Acidothermaceae,JAICLV01
Myxococcota,Polyangia,Polyangiales,SG8-38,JAHDCI01
Chloroflexota,Anaerolineae,Epilineales,JAANWY01,JAANWY01
Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Cellvibrionaceae,CAJWCA01
Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,MAAR01
Bacillota,Bacilli,Bacillales_B,Bacillaceae_C,DE0126
Acidobacteriota,Thermoanaerobaculia,UBA2201,DAOSWS01,DAOSWS01
Babelota,Babeliae,Babelales,UBA12409,JAKANL01
Actinomycetota,CADDZG01,CADDZG01,WHSQ01,DASZOC01
Planctomycetota,UBA1135,UBA1135,GCA-002686595,RI-242
Planctomycetota,Phycisphaerae,Phycisphaerales,UBA1924,JAEUIW01
Chloroflexota,Dehalococcoidia,GIF9,AB-539-J10,JAUUZT01
Patescibacteriota,Microgenomatia,Levybacterales,UBA12049,2-01-FULL-38-26
Actinomycetota,Coriobacteriia,Anaerosomatales,JAAXUF01,JAAXWY01
Bacillota,Desulfitobacteriia,Desulfitobacteriales,Desulfitobacteriaceae,CAURZJ01
Patescibacteriota,Minisyncoccia,Sungbacterales,HO2-52-23,JACPMG01
Bacillota,Desulfotomaculia,Desulfotomaculales,Desulfocucumaceae,Desulfocucumis
Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,DATDPY01
Desulfobacterota,Desulfobacteria,Desulfobacterales,JAUYIZ01,JAUYIZ01
Bacillota,Clostridia,TANB77,CAG-508,CAKPKF01
Chloroflexota,Anaerolineae,UBA4142,UBA4142,JACQGS01
Patescibacteriota,Minisyncoccia,UBA9973,UBA9973,DATIBQ01
Desulfobacterota,Desulfobulbia,Desulfobulbales,SURF-16,DB1
Verrucomicrobiota,Verrucomicrobiia,Opitutales,Oceanipulchritudinaceae,SLNJ01
Patescibacteriota,Patescibacteriia,Patescibacteriales,Patescibacteriaceae,1-14-0-10-37-14
Sumerlaeota,Sumerlaeia,SLMS01,JAHLLQ01,JAHLLQ01
Bacteroidota,Bacteroidia,Chitinophagales,UBA8649,JAFMKE01
NPL-UPA2,JAYEMH01,JAYEMH01,JAYEMH01,JAYEMH01
Myxococcota,UBA9042,DTJE01,DTJE01,JADDHL01
Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudomarimonas
Desulfobacterota,Desulfuromonadia,Desulfuromonadales,JAGXHI01,JAGXHI01
Bacillota,Desulfitobacteriia,Desulfitobacteriales,Syntrophobotulaceae,DUML01
Bacteroidota_A,UBA10030,UBA10030,UBA6906,JAPUKJ01
Planctomycetota,UBA1135,UBA1135,GCA-002686595,JBBDIB01
UBA10199,UBA10199,UBA10199,JADGCS01,JAHJDR01
Chlamydiota,Chlamydiia,Chlamydiales,2-12-FULL-49-11,JAHFTJ01
Chloroflexota,Chloroflexia,Chloroflexales,Roseiflexaceae,Ribeiella
Pseudomonadota,Alphaproteobacteria,UBA8366,UBA8366,JASLSL01
Bacillota,Bacilli,Erysipelotrichales,Erysipelotrichaceae,CALVGN01
Patescibacteriota,Minisyncoccia,Minisyncoccales,UBA6532,JACPLN01
Desulfobacterota_E,Deferrimicrobia,Deferrimicrobiales,Deferrimicrobiaceae,JACRIV01
Myxococcota,Polyangia,Palsa-1104,JAEUJZ01,JAGNNG01
Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JAAEPD01
Bacteroidota_A,UBA10030,UBA10030,SZUA-254,JACQYX01
Bacillota,Clostridia,Peptostreptococcales,Acidaminobacteraceae,JABXKX01
Bacillota,Bacilli,Paenibacillales,JBEGSW01,JBEGSW01
Bacillota,Clostridia,Lachnospirales,WRAX01,WRBK01
Bacillota,Ch66,Ch66,Ch109,JAAZDI01
Actinomycetota,Actinomycetes,Streptosporangiales,Streptosporangiaceae,Palsa-506
Actinomycetota,Nitriliruptoria,Euzebyales,Egibacteraceae,SLAO01
Verrucomicrobiota,Verrucomicrobiia,Chthoniobacterales,UBA10450,JALYZW01
Bacillota,Clostridia,Oscillospirales,CAG-272,JAKSPV01
Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfobacteraceae,JAIPEK01
Actinomycetota,JAICYB01,JAICYB01,JAICYB01,DASQWC01
Bacteroidota,Bacteroidia,Chitinophagales,UBA10324,CAXBPY01
Spirochaetota,Leptospiria,Leptospirales,Leptospiraceae,JACKPA01
Desulfobacterota,S145-22,S145-22,S145-22,JAOZMY01
Bacillota,Clostridia,Peptostreptococcales,Anaerovoracaceae,JBAWWY01
Patescibacteriota,Saccharimonadia,Saccharimonadales,AWTP1-31,DAISWP01
Desulfobacterota,Desulfuromonadia,Geobacterales,Geobacteraceae,JANXYN01
Armatimonadota,Chthonomonadetes,Chthonomonadales,Chthonomonadaceae,JBBRKX01
Actinomycetota,Thermoleophilia,Gaiellales,SKUG01,SKUG01
Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,JAGQOZ01
Actinomycetota,Acidimicrobiia,UBA5794,ZC4RG35,BPGJ01
Bacteroidota,Bacteroidia,Chitinophagales,LD1,JAEUUZ01
Cyanobacteriota,Vampirovibrionia,Obscuribacterales,Obscuribacteraceae,JAJPGY01
Actinomycetota,Acidimicrobiia,IMCC26256,CALEDW01,CALEDW01
Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Wenzhouxiangellaceae,DAITQM01
Bacillota,Clostridia,Oscillospirales,Butyricicoccaceae,RGIG3513
Pseudomonadota,Gammaproteobacteria,JAIEPX01,JAIEPX01,JAIEPX01
Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,CAJCIS01
Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aureitalea
Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Hanstruepera
Patescibacteriota,Microgenomatia,UBA1400,PJMF01,JBGTEY01
Patescibacteriota,Patescibacteriia,Patescibacteriales,JAKAJF01,JAJYLD01
Bacteroidota,Bacteroidia,Bacteroidales,WCHB1-69,JBAXTE01
Myxococcota,UBA796,JAJRTE01,JAJRTE01,JAJRTE01
Gemmatimonadota,Glassbacteria,GWA2-58-10,GWA2-58-10,GWA2-58-10
Pseudomonadota,Gammaproteobacteria,UBA12402,UBA12402,JBCCYM01
Bacillota,Clostridia,Saccharofermentanales,UBA5734,JAAYKS01
Patescibacteriota,WWE3,UBA101185,UBA10185,JAGQNX01
Verrucomicrobiota,Kiritimatiellia,SLAD01,SLAD01,SLRP01
Vulcanimicrobiota,Vulcanimicrobiia,Vulcanimicrobiales,Vulcanimicrobiaceae,JALZBG01
Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,CAJMNU01
Zhuqueibacterota,Zhuqueibacteria,Oceanimicrobiales,Oceanimicrobiaceae,JAJDAF01
Patescibacteriota,Patescibacteriia,Magasanikbacterales,UBA922,UBA11710
Pseudomonadota,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Thaumasiovibrio
Bacillota,Bacilli,Desulfuribacillales,Desulfuribacillaceae,Desulfuribacillus
Zixibacteria,MSB-5A5,GN15,PGXB01,JAPLUS01
Pseudomonadota,Alphaproteobacteria,Rickettsiales,UBA6187,CALCTU01
Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,JAILDL01
Pseudomonadota,Alphaproteobacteria,Caulobacterales,TH1-2,REEB506
Acidobacteriota,Polarisedimenticolia,Gp22-AA2,Gp22-AA2,QHXZ01
Acidobacteriota,Terriglobia,Bryobacterales,Bryobacteraceae,JAIEPW01
Patescibacteriota,Saccharimonadia,Saccharimonadales,UBA4665,DAHUYJ01
Bacillota,Clostridia,Oscillospirales,Feifaniaceae,JAUZPM01
Myxococcota,UBA9042,PHBI01,CALCNF01,CALCNF01
Acidobacteriota,UBA4820,UBA4820,DSQY01,JAEMPZ01
Myxococcota,Polyangia,Polyangiales,JAFGIB01,JAOUOP01
Chlamydiota,Chlamydiia,Chlamydiales,SM23-39,DAOTHK01
Patescibacteriota,Minisyncoccia,UBA9973,UBA9973,JACKGL01
Bacillota,Clostridia,Christensenellales,UBA1242,CAKVLG01
Krumholzibacteriota,Krumholzibacteriia,Krumholzibacteriales,Krumholzibacteriaceae,Krumholzibacterium
Babelota,Babeliae,Babelales,RVW-14,JAFEAY01
Bacillota,Clostridia,Christensenellales,CAG-138,JAEDJH01
Bacillota,Bacilli,Lactobacillales,Catellicoccaceae,JASLFJ01
Nitrospirota,Thermodesulfovibrionia,Thermodesulfovibrionales,Dissulfurispiraceae,JBFMCP01
Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,B1Sed10-187
Pseudomonadota,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,DATFLK01
Planctomycetota,Phycisphaerae,Sedimentisphaerales,SM23-30,JAEIOG01
Actinomycetota,Coriobacteriia,Anaerosomatales,JAUVQN01,JAUVQN01
Krumholzibacteriota,Krumholzibacteriia,Krumholzibacteriales,Krumholzibacteriaceae,JAGLYV01
Bacteroidota,Bacteroidia,Bacteroidales,B39-G9,B39-G9
Cyanobacteriota,Vampirovibrionia,Caenarcaniphilales,Caenarcanaceae,CANLTT01
Patescibacteriota,Minisyncoccia,GWC2-36-17,M10-OD1-4,JALTWS01
Patescibacteriota,Saccharimonadia,Saccharimonadales,JALRBM01,JALRBM01
Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,MGR-bin208
Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Nocardioides_A
Desulfobacterota_B,Binatia,UBA9968,UBA9968,DATLYW01
Pseudomonadota,Alphaproteobacteria,Rhodospirillales,JABHCV01,JADHSW01
Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,CAKQHB01
Chloroflexota,Anaerolineae,Anaerolineales,Villigracilaceae,JAFGMV01
Actinomycetota,Coriobacteriia,Coriobacteriales,Atopobiaceae,JAKVON01
Cloacimonadota,Cloacimonadia,Cloacimonadales,TCS61,Stygibacter
Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JAWVZH01
Verrucomicrobiota,Verrucomicrobiia,Opitutales,Oceanipulchritudinaceae,JAFIGG01
Chloroflexota,UBA2235,UBA12225,UBA12225,DASTZM01
Chloroflexota,Limnocylindria,Limnocylindrales,CSP1-4,CF-16
Planctomycetota,Planctomycetia,Isosphaerales,Isosphaeraceae,DAIDJG01
Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Entomohabitans
Patescibacteriota,Saccharimonadia,Saccharimonadales,UBA4665,JAGQNT01
Bacillota,Clostridia,Oscillospirales,Ruminococcaceae,CANQKG01
Verrucomicrobiota,Kiritimatiellia,RZYC01,RZYC01,RZYC01
Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JACJXV01
Acidobacteriota,Blastocatellia,RBC074,RBC074,JANNRD01
Pseudomonadota,Gammaproteobacteria,Nitrococcales,Aquisalimonadaceae,Natronocella
Patescibacteriota,Saccharimonadia,Saccharimonadales,JAQGHD01,JAQGHD01
Omnitrophota,Koll11,2-02-FULL-51-18,2-02-FULL-51-18,JACPAX01
Planctomycetota,PLA2,PLA2,PLA2,JAZFYD01
JACPSX01,JACPSX01,JACPSX01,JACPSX01,JACPSX01
Patescibacteriota,Microgenomatia,Curtissbacterales,GWA2-41-24,JBBQJY01
Armatimonadota,Fimbriimonadia,Fimbriimonadales,GBS-DC,JAHCHP01
Bacillota,Limnochordia,DTU087,DTU087,JAAZMR01
Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,JAISIB01
Verrucomicrobiota,Verrucomicrobiia,Opitutales,JAIRLM01,JAIRXK01
Actinomycetota,Actinomycetes,Actinomycetales,Microbacteriaceae,Mycetocola_A
Verrucomicrobiota,Verrucomicrobiia,Chthoniobacterales,UBA10450,JBDUCP01
Pseudomonadota,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Conservatibacter
Acidobacteriota,Thermoanaerobaculia,Multivoradales,JBCCEF01,DATACC01
Cyanobacteriota,Vampirovibrionia,Gastranaerophilales,Gastranaerophilaceae,CALUPY01
Actinomycetota,Acidimicrobiia,Acidimicrobiales,JAJPHE01,JAJPHE01
Acidobacteriota,Blastocatellia,HR10,HR10,DATLZR01
JAJVIF01,JAJVIF01,JAPKYR01,JAPKYR01,JAUWTM01
Pseudomonadota,Gammaproteobacteria,JABHGC01,JABHGC01,JALWTS01
Pseudomonadota,Alphaproteobacteria,Rickettsiales,JABSSG01,JAHZKS01
Actinomycetota,Thermoleophilia,Gaiellales,Gaiellaceae,JALZFU01
Pseudomonadota,Gammaproteobacteria,Arenicellales,JAANXG01,CAMYJT01
Omnitrophota,Koll11,JABMRN01,RBG-13-46-9,JAFGLX01
Patescibacteriota,Dojkabacteria,GCA-002793355,GCA-002793355,JALVLD01
Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Balneatricaceae,Marinobacterium_B
Chloroflexota,Ktedonobacteria,Ktedonobacterales,JADMIN01,JADMIN01
Desulfobacterota,Desulfuromonadia,Geobacterales,Geobacteraceae,DSM-9736
Myxococcota,UBA796,UBA796,UBA796,CAJWHX01
Desulfobacterota,Dissulfuribacteria,Dissulfuribacterales,DYLC01,DYOW01
Patescibacteriota,Minisyncoccia,UBA6257,JACRHW01,JACRHW01
Bacillota,Clostridia,Peptostreptococcales,Acidaminobacteraceae,Helicovermis
Bdellovibrionota_B,UBA2361,UBA2361,OMIW01,OMIW01
Patescibacteriota,Minisyncoccia,Minisyncoccales,CG1-02-41-26,JABMPZ01
UBP14,UBA6098,JAFGQG01,JAFGQG01,JAFGQG01
Patescibacteriota,Microgenomatia,GWA2-44-7,UBA8517,GWB1-39-12
Desulfobacterota,Dissulfuribacteria,Dissulfuribacterales,JAMONC01,JAMONC01
Planctomycetota,Planctomycetia,Isosphaerales,Isosphaeraceae,CAIYJE01
Zixibacteria,MSB-5A5,GN15,FEB-12,WJKG01
Actinomycetota,Acidimicrobiia,Acidimicrobiales,Hopanoidiivorantaceae,G958295755
Actinomycetota,Actinomycetes,JACCUZ01,JACCUZ01,JAVEDG01
Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Cellvibrionaceae,BSYJ01
Chloroflexota,Ktedonobacteria,Ktedonobacterales,DATBGS01,DATBGS01
Zixibacteria,MSB-5A5,GN15,FEB-12,JACZYS01
Bacillota,Natranaerobiia,Natranaerobiales,Natranaerobiaceae,Natranaerobius
Pseudomonadota,Gammaproteobacteria,Eutrophobiales,Eutrophobiaceae,DATIPP01
Chloroflexota,Anaerolineae,Anaerolineales,UBA4823,JAQBDA01
Actinomycetota,Acidimicrobiia,UBA5794,UBA11373,DATHYU01
Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lachnotalea
Verrucomicrobiota,Verrucomicrobiia,Opitutales,UBA2987,Moanabacter
Planctomycetota,Phycisphaerae,Sedimentisphaerales,Anaerobacaceae,JAFGGH01
Chloroflexota,Dehalococcoidia,UBA1127,UBA1127,GCA-2717925
