phylum,class,order,family,genus
Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacter
Pseudomonadota,Gammaproteobacteria,Orbales,Orbaceae,Utexia
Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Corallococcus
Chloroflexota,Ktedonobacteria,Ktedonobacterales,Dictyobacteraceae,Dictyobacter
Pseudomonadota,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiorhodovibrio
Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Trinickia
Actinomycetota,Coriobacteriia,Eggerthellales,Eggerthellaceae,Adlercreutzia
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Marivivens
Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Vagococcus
Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Fructobacillus
Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Noviherbaspirillum
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Mesobacterium
Bacillota,Bacilli,Bacillales,Bacillaceae,Schinkia
Bacillota,Bacilli,Bacillales,Bacillaceae,Terribacillus
Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix
Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Thiobacillaceae,Thiobacillus
Verrucomicrobiota,Opitutia,Opitutales,Opitutaceae,Actomonas
Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Qipengyuania
Bacillota,Limnochordia,Limnochordales,Geochordaceae,Carboxydichorda
Bacillota,Limnochordia,Limnochordales,Geochordaceae,Geochorda
Bacillota,Clostridia,Moorellales,Desulfitibacteraceae,Metallumcola
Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Citroniella
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Salipiger
Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Cellvibrio
Bacillota,Bacilli,Bacillales,Paenibacillaceae,Ferviditalea
Bacillota,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelothrix
Bdellovibrionota,Bacteriovoracia,Bacteriovoracales,Bacteriovoracaceae,Bacteriovorax
Bacillota,Bacilli,Bacillales,Staphylococcaceae,Mammaliicoccus
Cyanobacteriota,Cyanophyceae,Oscillatoriales,Sirenicapillariaceae,Limnoraphis
Pseudomonadota,Gammaproteobacteria,Natronospirales,Natronospiraceae,Natronospira
Actinomycetota,Actinomycetes,Micrococcales,Intrasporangiaceae,Intrasporangium
Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Microvirga
Pseudomonadota,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Candidatus Megaera
Cyanobacteriota,Cyanophyceae,Synechococcales,Prochlorococcaceae,Cyanobium
Kiritimatiellota,Kiritimatiellia,Kiritimatiellales,Pontiellaceae,Pontiella
Pseudomonadota,Gammaproteobacteria,Chromatiales,Thioalkalibacteraceae,Guyparkeria
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Chromohalobacter
Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella
Pseudomonadota,Alphaproteobacteria,Rickettsiales,NA,Lyticum
Pseudomonadota,Alphaproteobacteria,Rickettsiales,Candidatus Midichloriaceae,Candidatus Cyrtobacter
Bacteroidota,Cytophagia,Cytophagales,Marivirgaceae,Marivirga
Pseudomonadota,Betaproteobacteria,Burkholderiales,Sphaerotilaceae,Azohydromonas
Bacteroidota,Cytophagia,Cytophagales,Roseivirgaceae,Roseivirga
Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Pelagerythrobacter
Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Blastomonas
Pseudomonadota,Alphaproteobacteria,Rickettsiales,Candidatus Midichloriaceae,Candidatus Bandiella
Pseudomonadota,Alphaproteobacteria,Rickettsiales,Candidatus Midichloriaceae,Candidatus Fokinia
Bacillota,Clostridia,Eubacteriales,Acutalibacteraceae,Acutalibacter
Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Neglectibacter
Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Aurantimonadaceae,Fulvimarina
Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Denitrificimonas
Myxococcota,Myxococcia,Myxococcales,Archangiaceae,Hyalangium
Bdellovibrionota,Bacteriovoracia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter
Cyanobacteriota,Cyanophyceae,Oscillatoriales,Sirenicapillariaceae,Limnospira
Planctomycetota,Planctomycetia,Gemmatales,Gemmataceae,Gemmata
Actinomycetota,Thermoleophilia,Solirubrobacterales,Patulibacteraceae,Patulibacter
Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Suipraeoptans
Pseudomonadota,Gammaproteobacteria,Lysobacterales,Rhodanobacteraceae,Luteibacter
Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Robbsia
Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Dongiaceae,Dongia
Verrucomicrobiota,Opitutia,Opitutales,Intestinicryptomonaceae,Intestinicryptomonas
Bacillota,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Absicoccus
Bacillota,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Grylomicrobium
Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Cetobacterium
Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomonas
Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,NA,Terrihabitans
Verrucomicrobiota,Opitutia,Puniceicoccales,Coraliomargaritaceae,Coraliomargarita
Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Scandinavium
Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Ectopseudomonas
Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acidocellaceae,Acidiphilium
Thermodesulfobacteriota,Desulfuromonadia,Desulfuromonadales,Desulfuromonadaceae,Desulfuromonas
Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Trichococcus
Bacteroidota,Bacteroidia,Marinilabiliales,Marinifilaceae,Marinifilum
Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Halopseudomonas
Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Cohaesibacteraceae,Cohaesibacter
Actinomycetota,Actinomycetes,Micrococcales,Sanguibacteraceae,Sanguibacter
Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Epilithonimonas
Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Aminobacter
Pseudomonadota,Alphaproteobacteria,Acetobacterales,Roseomonadaceae,Sediminicoccus
Actinomycetota,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,Conexibacter
Bacteroidota,Bacteroidia,Marinilabiliales,Prolixibacteraceae,Aquipluma
Bacteroidota,Flavobacteriia,Flavobacteriales,NA,Candidatus Shikimatogenerans
Cyanobacteriota,Cyanophyceae,Chroococcales,Chroococcaceae,Gloeocapsopsis
Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylocaldum
Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Actinotignum
Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylothermaceae,Methylomarinovum
Actinomycetota,Actinomycetes,Micrococcales,Dermabacteraceae,Helcobacillus
Verrucomicrobiota,Opitutia,Puniceicoccales,Cerasicoccaceae,Rubellicoccus
Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Diaphorobacter
Bacillota,Clostridia,NA,NA,Helicovermis
Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Xylocopilactobacillus
Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bombiscardovia
Bacteroidota,Cytophagia,Cytophagales,Flammeovirgaceae,Imperialibacter
Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Veillonella
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aestuariibaculum
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Tritonibacter
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Cobetia
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Nonlabens
Bacteroidota,Bacteroidia,Bacteroidales,Odoribacteraceae,Butyricimonas
Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Alterisphingorhabdus
Bacillota,Bacilli,Bacillales,Bacillaceae,Alkalihalophilus
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Hwangdonia
Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Caproicibacterium
Cyanobacteriota,Cyanophyceae,Oculatellales,Oculatellaceae,Thermoleptolyngbya
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Ostreiculturibacter
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Sedimentitalea
Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Pilosibacter
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Paraglaciecola
Bacteroidota,Chitinophagia,Chitinophagales,Chitinophagaceae,Paraflavitalea
Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Anaerolentibacter
Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Diplocloster
Chloroflexota,Anaerolineae,Anaerolineales,Anaerolineaceae,Thermanaerothrix
Bacillota,Negativicutes,NA,Acetonemataceae,Anaeroselena
Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Actinomyces
Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Hoylesella
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Pricia
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Asprobacillus
Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Stakelama
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Pseudidiomarina
Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Rhodoferax
Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Candidatus Nitronereus
Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Winslowiella
Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Gleimia
Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Alcaligenes
Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
Cyanobacteriota,Cyanophyceae,Chroococcales,Microcystaceae,Microcystis
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Autumnicola
Rhodothermota,Rhodothermia,Rhodothermales,Rubricoccaceae,Rubrivirga
Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Croceicoccus
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Urechidicola
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Patiriisocius
Pseudomonadota,Gammaproteobacteria,Salinisphaerales,Salinisphaeraceae,Spectribacter
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Microcosmobacter
Pseudomonadota,Gammaproteobacteria,Nevskiales,Algiphilaceae,Banduia
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Brumicola
Actinomycetota,Actinomycetes,Jatrophihabitantales,Jatrophihabitantaceae,Jatrophihabitans
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Thalassobellus
Bacillota,Bacilli,Bacillales,Bacillaceae,Aeribacillus
Cyanobacteriota,Cyanophyceae,Acaryochloridales,Thermosynechococcaceae,Pseudocalidococcus
Actinomycetota,Actinomycetes,Streptosporangiales,Nocardiopsidaceae,Lipingzhangella
Pseudomonadota,Alphaproteobacteria,Kordiimonadales,Temperatibacteraceae,Temperatibacter
Cyanobacteriota,Cyanophyceae,Nostocales,Hapalosiphonaceae,Aetokthonos
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Candidatus Sororendozoicomonas
Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Simplicispira
Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Enteractinococcus
Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Catenuloplanes
Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Pseudoglutamicibacter
Actinomycetota,Actinomycetes,Actinopolysporales,Actinopolysporaceae,Haloactinomyces
Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Arcanobacterium
Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Falsarthrobacter
Bacillota,Bacilli,Bacillales,Thermoactinomycetaceae,Desmospora
Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Nitrobacter
Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Inquilinus
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Larsenimonas
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Franzmannia
Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Buttiauxella
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Ruixingdingia
Pseudomonadota,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Candidatus Trichorickettsia
Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Varibaculum
Bacillota,Clostridia,Eubacteriales,NA,Fenollaria
Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
Verrucomicrobiota,Opitutia,Puniceicoccales,Cerasicoccaceae,Cerasicoccus
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Imtechella
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Pleioneaceae,Pleionea
Verrucomicrobiota,Opitutia,Puniceicoccales,Coraliomargaritaceae,Thalassobacterium
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Jannaschia
Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Rathayibacter
Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Anaerostipes
Pseudomonadota,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Oceanimonas
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Marimonas
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Rhodalgimonas
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Pseudogemmobacter
Bacteroidota,Flavobacteriia,Flavobacteriales,Sanyastnellaceae,Sanyastnella
Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Coralliovaceae,Coralliovum
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Planktomarina
Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Phyllobacterium
Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Hathewaya
Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Aedoeadaptatus
Bacillota,Bacilli,Bacillales,Caryophanaceae,Planomicrobium
Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Xanthobacteraceae,Xanthobacter
Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter
Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Xanthobacteraceae,Ancylobacter
Lentisphaerota,Oligosphaeria,Oligosphaerales,Oligosphaeraceae,Oligosphaera
Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Pararhizobium
Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Peteryoungia
Bacillota,Bacilli,Bacillales,Thermoactinomycetaceae,Croceifilum
Bacillota,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Breznakia
Bacillota,Bacilli,Bacillales,Bacillaceae,Caldalkalibacillus
Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Amorphaceae,Amorphus
Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,Rhodococcoides
Bacillota,Clostridia,Eubacteriales,Peptococcaceae,Desulfofundulus
Bacillota,Bacilli,Bacillales,Bacillaceae,Evansella
Bacillota,Bacilli,Bacillales,Bacillaceae,Oikeobacillus
Bacillota,Bacilli,Bacillales,Bacillaceae,Alkalicoccobacillus
Bacillota,Bacilli,Bacillales,Anoxybacillaceae,Anoxybacillus
Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Moryella
Actinomycetota,Actinomycetes,Kineosporiales,Kineosporiaceae,Kineosporia
Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Trueperella
Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Spirilliplanes
Bacillota,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Thermoanaerobacter
Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Telluria
Bacillota,Bacilli,Bacillales,Bacillaceae,Aciduricibacillus
Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Paramuribaculum
Pseudomonadota,Gammaproteobacteria,Orbales,Orbaceae,Gilliamella
Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Shinella
Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Yanghanlia
Bacillota,Bacilli,Bacillales,Paenibacillaceae,Chengkuizengella
Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Keguizhuia
Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Symbioplanes
Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Candidatus Epulonipiscium
Pseudomonadota,Betaproteobacteria,Burkholderiales,Sphaerotilaceae,Leptothrix
Thermodesulfobacteriota,Desulfuromonadia,Geobacterales,Geobacteraceae,Trichlorobacter
Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,Porticoccus
Pseudomonadota,Alphaproteobacteria,Acetobacterales,Roseomonadaceae,Paracraurococcus
Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Croceibacterium
Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas
Bacillota,Clostridia,Peptostreptococcales,Anaerovoracaceae,Mogibacterium
Gemmatimonadota,Gemmatimonadia,Gemmatimonadales,Gemmatimonadaceae,Pseudogemmatithrix
Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctellipticum
Actinomycetota,Actinomycetes,Micrococcales,Cellulomonadaceae,Actinotalea
Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Salinibacterium
Bacillota,Clostridia,Eubacteriales,Peptococcaceae,Desulforamulus
Pseudomonadota,Alphaproteobacteria,Holosporales,Holosporaceae,Candidatus Nesciobacter
Bacillota,Negativicutes,Selenomonadales,Sporomusaceae,Azotosporobacter
Candidatus Fervidibacterota,NA,NA,NA,Candidatus Fervidibacter
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Wenyingzhuangia
Bacteroidota,Cytophagia,Cytophagales,Catalimonadaceae,Tunicatimonas
Bacteroidota,Cytophagia,Cytophagales,Catalimonadaceae,Porifericola
Bacteroidota,Cytophagia,Cytophagales,Catalimonadaceae,Catalinimonas
Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Peiella
Bacteroidota,Cytophagia,Cytophagales,Rhodocytophagaceae,Rhodocytophaga
Pseudomonadota,Gammaproteobacteria,Enterobacterales,Gallaecimonadaceae,Gallaecimonas
Bacteroidota,Cytophagia,Cytophagales,Splendidivirgaceae,Agaribacillus
Bacteroidota,Cytophagia,Cytophagales,Splendidivirgaceae,Splendidivirga
Bacillota,Bacilli,Bacillales,Thermoactinomycetaceae,Polycladomyces
Pseudomonadota,Betaproteobacteria,Burkholderiales,NA,Eleftheria
Bacteroidota,Cytophagia,Cytophagales,Shiellaceae,Shiella
Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Zwartia
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Paenimyroides
Bacteroidota,Cytophagia,Cytophagales,Cyclobacteriaceae,Echinicola
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Reinekea
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Zunongwangia
Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Paeniroseomonas
Pseudomonadota,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Aquisalimonas
Cyanobacteriota,Cyanophyceae,Leptolyngbyales,Trichocoleusaceae,Trichocoleus
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Fontisubflavum
Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Alteriqipengyuania
Cyanobacteriota,Cyanophyceae,Nodosilineales,Nodosilineaceae,Sphaerothrix
Bacillota,Bacilli,Bacillales,Bacillaceae,Alkalihalobacillus
Chloroflexota,Chloroflexia,Candidatus Chloroheliales,Candidatus Chloroheliaceae,Candidatus Chlorohelix
Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Crenobacter
Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Robiginitalea
Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Venteria
Bacillota,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Faecalicoccus
Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Thiopseudomonas
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas
Campylobacterota,Epsilonproteobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum
Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Neopusillimonas
Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Aliirhizobium
Cyanobacteriota,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Pseudanabaena
Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Brooklawnia
Bacteroidota,Bacteroidia,Bacteroidales,Barnesiellaceae,Coprobacter
Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Claveliimonas
Pseudomonadota,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Methylophaga
Actinomycetota,Actinomycetes,Micrococcales,Dermacoccaceae,Barrientosiimonas
Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Naasia
Actinomycetota,Actinomycetes,Micrococcales,Cellulomonadaceae,Paraoerskovia
Acidobacteriota,Holophagae,Holophagales,Holophagaceae,Mesoterricola
Acidobacteriota,Holophagae,Holophagales,Holophagaceae,Geothrix
Fusobacteriota,Fusobacteriia,Fusobacteriales,Haliovirgaceae,Haliovirga
Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Cutibacterium
Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Proteus
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Parasedimentitalea
Cyanobacteriota,Cyanophyceae,Geitlerinematales,Geitlerinemataceae,Geitlerinema
Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Mixta
Bacillota,Bacilli,Bacillales,Bacillaceae,Aquibacillus
Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Selenobaculum
Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Psychromicrobium
Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Microbulbiferaceae,Biformimicrobium
