accession_number,species_name,genus,resistance_status,mean_alig_score,mean_core_dist,n_pairs
GCF_009755585.1,Lysobacter soli,Lysobacter,0,3061.80517578125,0,1
GCF_009755645.1,Pseudomonas alkylphenolica,Pseudomonas,0,3045.95166015625,0,15
GCF_009756665.1,Permianibacter aggregans,Permianibacter,1,3012.134765625,0,1
GCF_009762775.1,Maribellus comscasis,Maribellus,2,3016.226318359375,0,1
GCF_009765165.1,Lysobacter panacisoli,Lysobacter,0,3061.80517578125,0,1
GCF_009769165.1,Xanthomonas hyacinthi,Xanthomonas,0,3061.80517578125,0,1
GCF_017426705.2,Candidatus Enterococcus lowellii,Candidatus,1,3065.050537109375,0,21
GCF_009789575.1,Stappia indica,Stappia,0,2942.90380859375,0,1
GCF_017487345.1,Brevundimonas pondensis,Brevundimonas,0,2895.34326171875,0,1
GCF_017487405.1,Brevundimonas goettingensis,Brevundimonas,0,2899.306640625,0,1
GCF_022919835.1,Halobacillus shinanisalinarum,Halobacillus,8,3090.393052842882,0.2222222222222222,36
GCF_022921055.1,Hymenobacter volaticus,Hymenobacter,0,2952.4287109375,0,1
GCF_017488845.2,Ensifer canadensis,Ensifer,0,2942.90380859375,0,10
GCF_017498485.1,Polaribacter batillariae,Polaribacter,2,3012.262939453125,0,1
GCF_009789595.1,Pseudoduganella flava,Pseudoduganella,6,2996.75908203125,0.3333333333333333,15
GCF_017498585.1,Acinetobacter towneri,Acinetobacter,1,2938.6507161458335,0.6666666666666666,3
GCF_036670025.1,Niallia oryzisoli,Niallia,0,3008.9261161608574,0.6923076923076923,78
GCF_009789655.1,Paraburkholderia acidiphila,Paraburkholderia,0,2988.054833984375,0,10
GCF_036689615.1,Pseudomonas chlororaphis,Pseudomonas,0,3045.95166015625,0,10
GCF_009789675.1,Paraburkholderia acidisoli,Paraburkholderia,0,2910.175537109375,5.666666666666667,6
GCF_022921115.1,Halobacillus amylolyticus,Halobacillus,6,3075.176583426339,0.25,28
GCF_017498685.1,Yersinia ruckeri,Yersinia,0,3057.841796875,0,21
GCF_023008245.1,Flavobacterium sediminilitoris,Flavobacterium,3,3008.299560546875,0,3
GCF_036689625.1,Ligilactobacillus saerimneri,Ligilactobacillus,0,3119.274169921875,0,15
GCF_009792295.1,Myroides fluvii,Myroides,0,3008.299560546875,0,15
GCF_036700015.1,Shouchella rhizosphaerae,Shouchella,3,2989.6329752604165,0,3
GCF_009796305.1,Dehalobacter restrictus,Dehalobacter,0,3103.420654296875,0,3
GCF_900465055.1,Moritella yayanosii,Moritella,0,3061.80517578125,0,120
GCF_017526105.1,Streptomyces cyanogenus,Streptomyces,0,2913.7647298177085,4.333333333333333,15
GCF_017569185.1,Polaribacter cellanae,Polaribacter,2,3012.262939453125,0,1
GCF_023022985.1,Arthrobacter gengyunqii,Arthrobacter,0,3028.116455078125,0,15
GCF_023038235.1,Shinella oryzae,Shinella,0,2942.90380859375,0,3
GCF_023078455.1,Luteibacter aegosomatis,Luteibacter,0,3061.80517578125,0,1
GCF_023078475.1,Luteibacter aegosomaticola,Luteibacter,0,3061.80517578125,0,1
GCF_023078495.1,Luteibacter aegosomatissinici,Luteibacter,0,3061.80517578125,0,1
GCF_023100725.1,Arthrobacter antioxidans,Arthrobacter,0,3040.006591796875,0,6
GCF_009817885.1,Serratia rhizosphaerae,Serratia,0,3043.1006905691966,0.2857142857142857,21
GCF_009826895.1,Stappia sediminis,Stappia,0,2942.90380859375,0,1
GCF_900474605.1,Enterococcus cecorum,Enterococcus,0,3048.268508184524,0.8571428571428571,21
GCF_009827615.1,Allopontixanthobacter confluentis,Allopontixanthobacter,0,2950.83056640625,0,1
GCF_017569925.1,Brenneria izadpanahii,Brenneria,1,2973.788306826637,0.2857142857142857,21
GCF_009827995.1,Parerythrobacter jejuensis,Parerythrobacter,0,2944.885498046875,0,1
GCF_017599325.1,Marinilactibacillus kalidii,Marinilactibacillus,0,3075.677001953125,0,1
GCF_017607425.1,Rhizorhabdus wittichii,Rhizorhabdus,0,2946.8671875,0,1
GCF_009828105.1,Altericroceibacterium indicum,Altericroceibacterium,0,1910.2837890625,31.2,10
GCF_009828925.2,Methylicorpusculum oleiharenae,Methylicorpusculum,0,3041.98828125,0,3
GCF_900474615.1,Mammaliicoccus sciuri,Mammaliicoccus,0,3072.4049479166665,0.3333333333333333,15
GCF_017638545.1,Psychrosphaera ytuae,Psychrosphaera,6,3043.969970703125,0,15
GCF_023149135.1,Fictibacillus marinisediminis,Fictibacillus,0,3063.2699061802455,0,28
GCF_017639855.1,Streptococcus zhangguiae,Streptococcus,0,3067.750244140625,0,6
GCF_009831415.1,Yersinia canariae,Yersinia,0,3021.9746337890624,0.6,10
GCF_900475025.1,Streptococcus ferus,Streptococcus,0,3085.58544921875,0,10
GCF_023156195.1,Chitinophaga sedimenti,Chitinophaga,1,2982.3055419921875,0.5,6
GCF_023162025.1,Flavobacterium pygoscelis,Flavobacterium,2,2154.908447265625,0,1
GCF_017654485.1,Roseomonas marmotae,Roseomonas,0,2934.849365234375,0,6
GCF_036700025.1,Brevibacillus borstelensis,Brevibacillus,0,3032.2204545454547,0.18181818181818182,55
GCF_017724035.1,Xanthomonas euvesicatoria,Xanthomonas,2,3065.7685546875,0,1
GCF_023168405.1,Leptogranulimonas caecicola,Leptogranulimonas,3,2996.409423828125,0,3
GCF_009832765.1,Lentilactobacillus hilgardii,Lentilactobacillus,0,3119.274169921875,0,10
GCF_023169885.1,Desulfofustis limnaeus,Desulfofustis,0,3091.530517578125,0,3
GCF_023169945.1,Anaeromyxobacter oryzae,Anaeromyxobacter,0,3085.58544921875,0,1
GCF_009833965.1,Pelistega ratti,Pelistega,3,3045.95166015625,0,3
GCF_009834165.1,Rathayibacter tanaceti,Rathayibacter,2,3010.3271484375,0,1
GCF_023195775.1,Flavobacterium azooxidireducens,Flavobacterium,0,2983.320556640625,0,3
GCF_900475035.1,Streptococcus pyogenes,Streptococcus,0,3065.52880859375,0,15
GCF_009834925.2,Eggerthella guodeyinii,Eggerthella,0,2990.46435546875,0,3
GCF_023195815.2,Ignavigranum ruoffiae,Ignavigranum,3,3065.7685546875,0,3
GCF_036704165.1,Pseudomonas khavaziana,Pseudomonas,0,3045.95166015625,0,15
GCF_023221575.1,Geomonas paludis,Geomonas,0,3061.89697265625,0,6
GCF_023223505.1,Neorhizobium turbinariae,Neorhizobium,0,2934.97705078125,0,1
GCF_900475285.1,Pseudomonas taetrolens,Pseudomonas,0,3041.74853515625,0,15
GCF_900475315.1,Neisseria cinerea,Neisseria,0,3053.87841796875,0,6
GCF_023272795.1,Flavobacterium humidisoli,Flavobacterium,0,2929.445361328125,0,15
GCF_009856625.1,Aquitalea denitrificans,Aquitalea,7,3036.5972813197545,0.25,28
GCF_009858245.1,Ornithinibacter aureus,Ornithinibacter,0,3038.02490234375,0,1
GCF_017742995.1,Pseudoalteromonas viridis,Pseudoalteromonas,0,3025.0652669270835,0,45
GCF_900475415.1,Streptococcus porcinus,Streptococcus,6,3069.73193359375,0,15
GCF_900475505.1,Streptococcus sanguinis,Streptococcus,0,3067.750244140625,0,6
GCF_900475555.1,Micrococcus luteus,Micrococcus,0,1825.8302001953125,0,1
GCF_009873295.1,Pectobacterium brasiliense,Pectobacterium,1,2959.7588471912204,2.1904761904761907,21
GCF_009883735.1,Xanthomonas cucurbitae,Xanthomonas,2,3065.7685546875,0,1
GCF_017743015.1,Xenorhabdus budapestensis,Xenorhabdus,0,3049.5857282366073,0,21
GCF_900475595.1,Streptococcus uberis,Streptococcus,6,3069.73193359375,0,15
GCF_017751145.1,Iocasia fonsfrigidae,Iocasia,0,3051.9886474609375,0,6
GCF_009884975.1,Acinetobacter dispersus,Acinetobacter,6,3047.933349609375,0,15
GCF_900475625.1,Levilactobacillus brevis,Levilactobacillus,5,3093.963623046875,0,10
GCF_017753665.1,Neisseria sicca,Neisseria,0,3053.87841796875,0,6
GCF_023276405.1,Paenibacillus hamazuiensis,Paenibacillus,0,2928.368337673611,0,45
GCF_009901525.1,Kordia antarctica,Kordia,0,3020.189697265625,0,3
GCF_023276655.1,Olsenella intestinalis,Olsenella,0,3002.3544921875,0,1
GCF_036812735.1,Terrisporobacter glycolicus,Terrisporobacter,12,2971.7909712357955,0,66
GCF_009905215.1,Tichowtungia aerotolerans,Tichowtungia,0,3117.29248046875,0,1
GCF_023277115.1,Acidithiobacillus acidisediminis,Acidithiobacillus,0,3043.969970703125,0,1
GCF_036840915.1,Flavobacterium hankyongi,Flavobacterium,0,3004.336181640625,0,3
GCF_009905255.1,Thermoanaerobacterium aotearoense,Thermoanaerobacterium,0,2975.393798828125,0,3
GCF_009906855.1,Xylophilus rhododendri,Xylophilus,0,3027.51708984375,0,3
GCF_009910365.1,Aequoribacter fuscus,Aequoribacter,0,2969.078857421875,0,1
GCF_036864995.1,Pseudomonas trivialis,Pseudomonas,0,3045.95166015625,0,10
GCF_009911755.1,Pseudomonas knackmussii,Pseudomonas,0,3028.7667236328125,0,6
GCF_036880965.1,Roseateles microcysteis,Roseateles,0,3030.09814453125,0,1
GCF_009913435.1,Sphingomonas changnyeongensis,Sphingomonas,0,2942.90380859375,0,1
GCF_900475675.1,Streptococcus lutetiensis,Streptococcus,7,3065.2287248883927,0,21
GCF_023277505.1,Sphingobacterium siyangense,Sphingobacterium,0,3000.8263811383927,0,21
GCF_009913655.1,Lactiplantibacillus plantarum,Lactiplantibacillus,0,3088.064453125,0,10
GCF_023330585.1,Pseudomonas bijieensis,Pseudomonas,0,3045.95166015625,0,10
GCF_023337365.3,Xanthomonas nasturtii,Xanthomonas,2,3065.7685546875,0,1
GCF_017792025.1,Sediminibacillus dalangtanensis,Sediminibacillus,0,3077.0108981662324,0,36
GCF_017795125.1,Pseudooceanicola atlanticus,Pseudooceanicola,0,2893.40771484375,1,1
GCF_017813335.1,Tianweitania sediminis,Tianweitania,0,2942.90380859375,0,1
GCF_023347705.1,Fenollaria massiliensis,Fenollaria,4,2993.58154296875,0,6
GCF_017815575.1,Desulfovibrio desulfuricans,Desulfovibrio,1,3050.4056803385415,0.6666666666666666,3
GCF_900475855.1,Providencia heimbachae,Providencia,0,3033.0735793340773,0,21
GCF_017831975.1,Microbacterium terrae,Microbacterium,2,3018.2080078125,0,1
GCF_023373525.1,Brachybacterium kimchii,Brachybacterium,3,3014.24462890625,0,3
GCF_023373785.1,Alcaligenes aquatilis,Alcaligenes,3,3034.1536458333335,0,3
GCF_009914055.1,Mixta intestinalis,Mixta,0,2997.951462518601,0.8571428571428571,21
GCF_900475885.1,Haemophilus aegyptius,Haemophilus,0,3047.168212890625,0,10
GCF_009914475.1,Acinetobacter indicus,Acinetobacter,4,2982.879150390625,0,6
GCF_009930795.1,Marisediminicola antarctica,Marisediminicola,0,3010.28125,0,1
GCF_900475915.1,Arcanobacterium haemolyticum,Arcanobacterium,4,3015.5628662109375,0,6
GCF_017834145.1,Leucobacter exalbidus,Leucobacter,6,3004.898828125,0,15
GCF_036880985.1,Limibacter armeniacum,Limibacter,0,3004.0777669270833,0.2,45
GCF_017875555.1,Amycolatopsis magusensis,Amycolatopsis,0,3002.37744140625,0,6
GCF_017875645.1,Nocardia goodfellowii,Nocardia,0,3010.28125,0,3
GCF_900475945.1,Pseudomonas mucidolens,Pseudomonas,0,3028.6142578125,1.2,10
GCF_017876295.1,Kribbella aluminosa,Kribbella,0,3022.17138671875,0,1
GCF_036884265.1,Pseudomonas benzopyrenica,Pseudomonas,0,3042.7994140625,0,10
GCF_900475975.1,Streptococcus intermedius,Streptococcus,0,3083.603759765625,0,6
GCF_017876315.1,Pseudonocardia parietis,Pseudonocardia,0,3005.073527018229,0,6
GCF_023374935.1,Citrobacter portucalensis,Citrobacter,1,3038.0187377929688,0.5,28
GCF_009931295.1,Pectobacterium odoriferum,Pectobacterium,0,3047.6039690290177,0,21
GCF_009931595.1,Xanthomonas albilineans,Xanthomonas,0,3061.80517578125,0,1
GCF_009931655.1,Pontibacter russatus,Pontibacter,0,3018.2080078125,0,3
GCF_009932435.1,Gordonia crocea,Gordonia,0,3014.24462890625,0,1
GCF_017876325.1,Saccharothrix coeruleofusca,Saccharothrix,0,2999.607666015625,0,10
GCF_017876395.1,Nesterenkonia lacusekhoensis,Nesterenkonia,2,3020.235595703125,0,1
GCF_023380205.1,Nicoliella spurrieriana,Nicoliella,5,3094.866748046875,0.4,10
GCF_009932475.1,Gordonia spumicola,Gordonia,4,3006.36376953125,0,6
GCF_017876405.1,Kibdelosporangium banguiense,Kibdelosporangium,0,3010.28125,0,3
GCF_017876515.1,Brachybacterium fresconis,Brachybacterium,0,3010.28125,0,3
GCF_023380245.1,Bombilactobacillus thymidiniphilus,Bombilactobacillus,0,3105.40234375,0,6
GCF_017876545.1,Brachybacterium sacelli,Brachybacterium,0,3002.400390625,0,1
GCF_009933255.2,Enterococcus diestrammenae,Enterococcus,0,3069.823828125,0,10
GCF_023380265.1,Bombilactobacillus folatiphilus,Bombilactobacillus,0,3105.40234375,0,6
GCF_036885605.1,Janthinobacterium aestuarii,Janthinobacterium,8,3016.892822265625,0,28
GCF_900476005.1,Aeromonas caviae,Aeromonas,0,3042.666259765625,0,28
GCF_017876575.1,Paeniglutamicibacter psychrophenolicus,Paeniglutamicibacter,0,3011.543798828125,0,10
GCF_036967205.1,Streptomyces citrinus,Streptomyces,0,3002.1842447916665,0.6666666666666666,3
GCF_017876595.1,Aeromicrobium fastidiosum,Aeromicrobium,2,3006.31787109375,0,1
GCF_023497905.1,Phascolarctobacterium succinatutens,Phascolarctobacterium,0,3236.874951171875,0,10
GCF_023498005.1,Streptomyces durmitorensis,Streptomyces,0,3002.1842447916665,0.6666666666666666,3
GCF_017876675.1,Arthrobacter stackebrandtii,Arthrobacter,5,3038.02490234375,0,10
GCF_017893965.1,Treponema parvum,Treponema,2,3061.80517578125,0,1
GCF_017894325.1,Bifidobacterium bifidum,Bifidobacterium,0,3028.116455078125,0,1
GCF_900476035.1,Aggregatibacter segnis,Aggregatibacter,0,3051.896728515625,0,15
GCF_023499275.1,Lactococcus petauri,Lactococcus,0,3069.73193359375,0,10
GCF_900476045.1,Gemella morbillorum,Gemella,4,3085.58544921875,0,6
GCF_009936155.1,Chromobacterium haemolyticum,Chromobacterium,8,3043.969970703125,0,28
GCF_017894345.1,Lactobacillus taiwanensis,Lactobacillus,0,3102.1482421875,0.4,10
GCF_009936215.1,Athalassotoga saccharophila,Athalassotoga,2,3057.841796875,0,1
GCF_900476055.1,Streptococcus australis,Streptococcus,4,3053.9703369140625,0.5,6
GCF_009937995.1,Sulfuriferula nivalis,Sulfuriferula,0,3047.933349609375,0,3
GCF_900476085.1,Mycoplasmoides gallisepticum,Mycoplasmoides,0,2966.913818359375,0,1
GCF_037023725.1,Pseudomonas bubulae,Pseudomonas,0,3032.160478864397,0.25,28
GCF_009938015.1,Sulfuriferula plumbiphila,Sulfuriferula,0,3049.9150390625,0,1
GCF_900476175.1,Mycoplasma putrefaciens,Mycoplasma,2,3010.327392578125,0,1
GCF_017894365.1,Aromatoleum bremense,Aromatoleum,0,3043.969970703125,0,6
GCF_037023865.1,Sinorhizobium meliloti,Sinorhizobium,0,2942.90380859375,0,3
GCF_037044555.1,Pelagibacterium nitratireducens,Pelagibacterium,0,2944.885498046875,0,1
GCF_037055245.1,Brevundimonas olei,Brevundimonas,0,2899.306640625,0,1
GCF_037055315.1,Arachnia rubra,Arachnia,0,3014.29052734375,0,1
GCF_900476255.1,Porphyromonas crevioricanis,Porphyromonas,4,3034.0615234375,0,6
GCF_017894385.1,Aromatoleum petrolei,Aromatoleum,0,3040.029541015625,0,6
GCF_023509015.1,Pseudomonas abieticivorans,Pseudomonas,0,3035.4440801711307,0,21
GCF_023515995.1,Candidatus Mycobacterium methanotrophicum,Candidatus,0,3067.750244140625,0,1
GCF_017915135.1,Ectopseudomonas khazarica,Ectopseudomonas,0,3042.01123046875,0,6
GCF_017916175.1,Wolbachia endosymbiont of Drosophila auraria,Wolbachia,1,-721.9072265625,105,1
GCF_017939745.1,Gemmata palustris,Gemmata,1,2836.814697265625,0,1
GCF_017945865.1,Xiamenia xianingshaonis,Xiamenia,3,2994.427734375,0,3
GCF_017948305.1,Faecalibacter bovis,Faecalibacter,0,2992.31787109375,0,1
GCF_037060685.1,Yersinia bercovieri,Yersinia,0,3050.4864095052085,0,15
GCF_900477945.1,Haemophilus haemolyticus,Haemophilus,0,3047.693603515625,0,15
GCF_017948325.1,Brevibacterium oceani,Brevibacterium,1,3006.1904296875,0.5,6
GCF_900478035.1,Corynebacterium renale,Corynebacterium,4,3024.153076171875,0,6
GCF_900478045.1,Corynebacterium minutissimum,Corynebacterium,0,2939.7054850260415,0,3
GCF_037076425.1,Turicibacter faecis,Turicibacter,0,2986.99853515625,0,10
GCF_023517775.1,Mixta hanseatica,Mixta,0,3055.860107421875,0,21
GCF_017948405.1,Psychrosphaera aestuarii,Psychrosphaera,0,3040.006591796875,0,10
GCF_018024475.1,Candidatus Phytoplasma luffae,Candidatus,2,3040.006591796875,0,1
GCF_900478115.1,Rhodococcus coprophilus,Rhodococcus,0,3018.2080078125,0,6
GCF_018024495.1,Agromyces archimandritae,Agromyces,2,3010.153564453125,0,1
GCF_023518055.1,Aggregatibacter actinomycetemcomitans,Aggregatibacter,0,3051.896728515625,0,15
GCF_023525255.1,Thermospira aquatica,Thermospira,0,2912.705322265625,2,1
GCF_023555375.1,Guyparkeria hydrothermalis,Guyparkeria,2,3059.823486328125,0,1
GCF_023556315.2,Psychroserpens ponticola,Psychroserpens,0,3016.226318359375,0,1
GCF_037076465.1,Pectobacterium araliae,Pectobacterium,0,3018.4791550409227,0.47619047619047616,21
GCF_037076535.1,Novosphingobium olei,Novosphingobium,0,2942.90380859375,0,1
GCF_023573145.1,Aquincola tertiaricarbonis,Aquincola,0,3030.09814453125,0,3
GCF_009938185.1,Vibrio taketomensis,Vibrio,1,2685.360662286932,5.654545454545454,55
GCF_023612255.1,Luteibacter flocculans,Luteibacter,0,3061.80517578125,0,1
GCF_037099765.1,Streptomyces griseoaurantiacus,Streptomyces,2,3003.6214192708335,0,3
GCF_900478135.1,Leminorella richardii,Leminorella,0,3053.6085030691966,0,21
GCF_037101365.1,Ralstonia syzygii,Ralstonia,0,3043.969970703125,0,3
GCF_023614525.1,Peptoniphilus genitalis,Peptoniphilus,3,2980.14013671875,0,3
GCF_037157775.1,Pendulispora brunnea,Pendulispora,0,3077.059326171875,0,3
GCF_037157805.1,Pendulispora rubella,Pendulispora,0,3087.567138671875,0,3
GCF_018064205.1,Comamonas aquatica,Comamonas,0,3002.6516636439733,0.75,28
GCF_018069625.1,Streptomyces yatensis,Streptomyces,2,2839.531005859375,1,1
GCF_037157815.1,Pendulispora albinea,Pendulispora,0,3077.0594889322915,0,3
GCF_037198315.1,Janibacter alittae,Janibacter,0,3026.134765625,0,1
GCF_009938205.1,Vibrio panuliri,Vibrio,0,2991.2966145833334,3.1333333333333333,15
GCF_009938225.1,Vibrio ponticus,Vibrio,0,2787.798583984375,2,1
GCF_018069705.1,Aminithiophilus ramosus,Aminithiophilus,0,3007.031982421875,0,6
GCF_018069755.1,Ideonella aquatica,Ideonella,2,3030.09814453125,0,1
GCF_018069845.1,Ideonella alba,Ideonella,0,3030.09814453125,0,1
GCF_010092985.1,Pontibacter pudoricolor,Pontibacter,1,3002.2265625,0,6
GCF_023634805.2,Comamonas endophytica,Comamonas,0,3023.7644624255954,0,21
GCF_010119235.1,Flavobacterium phycosphaerae,Flavobacterium,0,2985.7552897135415,0,3
GCF_010119935.1,Paenibacillus lycopersici,Paenibacillus,0,2888.126220703125,0,1
GCF_010119975.1,Rhodocytophaga rosea,Rhodocytophaga,0,2986.5009765625,0,3
GCF_018075365.1,Virgibacillus pantothenticus,Virgibacillus,0,3091.45654296875,0,15
GCF_018118585.1,Aristaeella lactis,Aristaeella,2,2978.787353515625,0.6666666666666666,3
GCF_900478165.1,Lederbergia lenta,Lederbergia,0,3061.22896999783,0.2222222222222222,36
GCF_900497695.1,Pseudomonas wadenswilerensis,Pseudomonas,0,2282.275146484375,0,1
GCF_018127725.1,Streptococcus lactarius,Streptococcus,4,3056.59716796875,0,6
GCF_018127765.1,Prevotella veroralis,Prevotella,2,2900.087890625,4,1
GCF_010120715.1,Aminipila terrae,Aminipila,6,2983.2626139322915,0.3333333333333333,15
GCF_037201795.1,Metabacillus rhizosphaerae,Metabacillus,0,3014.3804592556426,0,36
GCF_018127785.1,Prevotella scopos,Prevotella,4,3034.0615234375,0,6
GCF_018127825.1,Prevotella nigrescens,Prevotella,3,3024.8905436197915,0,3
GCF_010365285.1,Paenibacillus rhizovicinus,Paenibacillus,0,2882.91474609375,4,10
GCF_900537995.1,Roseburia intestinalis,Roseburia,0,3001.247981770833,0.6666666666666666,15
GCF_010367455.1,Candidatus Laterigemmans baculatus,Candidatus,0,3107.384033203125,0,1
GCF_018127985.1,Prevotella multiformis,Prevotella,1,2939.405476888021,0.8333333333333334,6
GCF_900538275.1,Petrocella atlantisensis,Petrocella,0,2956.3387044270835,0.6666666666666666,6
GCF_900603025.1,Mycolicibacterium hassiacum,Mycolicibacterium,0,3022.17138671875,0,1
GCF_900604285.1,Varibaculum vaginae,Varibaculum,2,3051.896728515625,0,1
GCF_018128125.1,Prevotella histicola,Prevotella,4,3034.0615234375,0,6
GCF_010367585.1,Micrococcus luteus ATCC 49442,Micrococcus,0,3010.4025146484373,0,10
GCF_018128205.1,Prevotella denticola,Prevotella,2,3034.0615234375,0,1
GCF_010378095.2,Acidithiobacillus ferrianus,Acidithiobacillus,2,3043.969970703125,0,1
GCF_010448835.1,Draconibacterium halophilum,Draconibacterium,0,3020.189697265625,0,1
GCF_018128265.1,Cellulosimicrobium cellulans,Cellulosimicrobium,0,3010.972412109375,0,3
GCF_010450875.1,Sphingomonas insulae,Sphingomonas,0,2956.775634765625,0,3
GCF_010450895.1,Rhizobium daejeonense,Rhizobium,0,2942.90380859375,0,6
GCF_900604315.1,Erwinia mediterraneensis,Erwinia,0,3049.1050851004466,0,21
GCF_900604355.1,Luxibacter massiliensis,Luxibacter,0,3038.02490234375,0,6
GCF_018128425.1,Citrobacter sedlakii,Citrobacter,0,3052.1073172433034,0,21
GCF_900604385.1,Alistipes megaguti,Alistipes,3,3007.100830078125,0,3
GCF_018128945.1,Aristaeella hokkaidonensis,Aristaeella,2,3002.4296875,1.3333333333333333,3
GCF_018135625.1,Phenylobacterium montanum,Phenylobacterium,0,2936.958740234375,0,1
GCF_900604485.1,Enterococcus mediterraneensis,Enterococcus,0,3083.649658203125,0,6
GCF_018137985.1,Streptococcus oriscaviae,Streptococcus,0,3085.58544921875,0,6
GCF_900604955.1,Neoactinobaculum massilliense,Neoactinobaculum,0,3059.823486328125,0,6
GCF_900607215.1,Prevotella rectalis,Prevotella,2,3002.5390625,3,1
GCF_900618115.1,Actinobaculum suis,Actinobaculum,0,3049.1693522135415,0,3
GCF_900624755.1,Alistipes senegalensis,Alistipes,2,3028.116455078125,0,1
GCF_900625065.1,Prevotella marseillensis,Prevotella,0,2984.79541015625,2.5,6
GCF_900626105.1,Gulosibacter massiliensis,Gulosibacter,2,3010.3271484375,0,1
GCF_900626135.1,Senegalia massiliensis,Senegalia,2,3017.0096028645835,0.6666666666666666,3
GCF_010450915.1,Paenibacillus jilunlii,Paenibacillus,0,3049.9050184461807,0,45
GCF_900626215.1,Corynebacterium neomassiliense,Corynebacterium,0,3005.0275065104165,0.6666666666666666,3
GCF_900635775.1,Avibacterium volantium,Avibacterium,0,3055.860107421875,0,1
GCF_037201805.1,Bacillus kandeliae,Bacillus,0,3059.7643103966348,0,78
GCF_018138125.1,Exiguobacterium alkaliphilum,Exiguobacterium,0,3068.1380353655136,0.25,28
GCF_900635955.1,Cedecea lapagei,Cedecea,0,2985.1617431640625,0,6
GCF_010509575.1,Faecalibacterium duncaniae,Faecalibacterium,0,2972.88671875,0,15
GCF_023653455.2,Paraclostridium ghonii,Paraclostridium,16,2949.6005859375,0,120
GCF_900636445.1,Streptococcus vestibularis,Streptococcus,6,3067.750244140625,0,15
GCF_018139125.1,Acinetobacter soli,Acinetobacter,0,3024.8092215401784,0,21
GCF_900636475.1,Streptococcus anginosus,Streptococcus,0,3083.603759765625,0,6
GCF_010537335.1,Amedibacterium intestinale,Amedibacterium,0,3030.761572265625,0.3333333333333333,15
GCF_900636575.1,Streptococcus canis,Streptococcus,0,3069.73193359375,0,15
GCF_010587025.1,Rodentibacter caecimuris,Rodentibacter,0,3030.3100748697916,0.5333333333333333,15
GCF_010669125.1,Ancylobacter pratisalsi,Ancylobacter,0,2950.83056640625,0,1
GCF_010669145.1,Rhizobium oryzihabitans,Rhizobium,0,2942.90380859375,0,3
GCF_037201815.1,Metabacillus sediminis,Metabacillus,0,3046.7626953125,0,45
GCF_900636685.1,Staphylococcus schweitzeri,Staphylococcus,0,3059.1274169921876,0,10
GCF_037201985.1,Lwoffella lincolnii,Lwoffella,0,3034.0615234375,0,3
GCF_023656515.1,Clostridium swellfunianum,Clostridium,0,2978.57421875,0,36
GCF_023699965.1,Luteibacter anthropi,Luteibacter,0,3047.8056640625,0,1
GCF_018140635.1,Anaerobutyricum hallii,Anaerobutyricum,0,2920.3868950737847,2.111111111111111,36
GCF_010669225.1,Megamonas funiformis,Megamonas,4,3046.1714680989585,0,15
GCF_037290055.1,Lactiplantibacillus argentoratensis,Lactiplantibacillus,0,3079.3956787109373,0,10
GCF_900636745.1,Actinobacillus equuli,Actinobacillus,0,2993.578548177083,0,15
GCF_023700225.1,Acetobacterium wieringae,Acetobacterium,5,3004.1071533203126,0,10
GCF_023702635.1,Spongiibacter taiwanensis,Spongiibacter,0,3040.006591796875,0,1
GCF_010669245.1,Pseudolactococcus raffinolactis,Pseudolactococcus,0,3085.58544921875,0,6
GCF_037327425.1,Rhodococcus sovatensis,Rhodococcus,0,3008.299560546875,0,6
GCF_010669285.1,Kineobactrum salinum,Kineobactrum,0,2992.281982421875,0,1
GCF_037478035.1,Mycetohabitans endofungorum,Mycetohabitans,0,3038.02490234375,0,3
GCF_900636765.1,Neisseria canis,Neisseria,0,3053.87841796875,0,6
GCF_037478055.1,Mycetohabitans rhizoxinica,Mycetohabitans,0,3034.0615234375,0,3
GCF_037478105.1,Flavobacterium ginsenosidimutans,Flavobacterium,0,3000.372802734375,0,1
GCF_010669305.1,Aminipila butyrica,Aminipila,0,3000.298828125,0,15
GCF_037479095.1,Pantoea nemavictus,Pantoea,0,2934.49619140625,2.4,10
GCF_037482225.1,Mycoplasma gypis,Mycoplasma,0,3002.400390625,0,1
GCF_900636885.1,Streptococcus urinalis,Streptococcus,0,3069.73193359375,0,15
GCF_010681825.2,Sulfuriroseicoccus oceanibius,Sulfuriroseicoccus,0,3056.31162109375,0,10
GCF_010722915.1,Mycolicibacterium agri,Mycolicibacterium,1,2709.2060546875,0,1
GCF_037482245.1,Citrobacter europaeus,Citrobacter,0,3051.131591796875,0,10
GCF_010726245.1,Mycolicibacterium aichiense,Mycolicibacterium,0,3008.299560546875,0,1
GCF_010726505.1,Mycobacterium novum,Mycobacterium,1,2922.816162109375,2,1
GCF_010726765.1,Mycobacterium gallinarum,Mycobacterium,0,3000.24462890625,0,1
GCF_010726955.1,Mycolicibacterium fallax,Mycolicibacterium,0,2952.475341796875,1,1
GCF_010727125.1,Mycolicibacter terrae,Mycolicibacter,1,3024.02587890625,1,1
GCF_010727945.1,Mycobacterium cookii,Mycobacterium,1,3024.02490234375,0,1
GCF_037482325.1,Ochrobactrum teleogrylli,Ochrobactrum,0,2938.9404296875,0,6
GCF_010728155.1,Mycolicibacterium doricum,Mycolicibacterium,0,2477.970947265625,61,1
